name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,listing_type,listed_city,high_performer
Punjabi by Nature 2.0,1,0,4.2,489,Whitefield,"Casual Dining, Microbrewery","Beer, Tandoori Chicken, Dahi Kebab, Paneer Tikka, Dal Makhani, Mocktails, Butter Chicken",North Indian,1600.0,Delivery,Whitefield,1
Hotel Sai Renaissance,1,1,3.6,32,Whitefield,Casual Dining,,"South Indian, North Indian, Chinese",450.0,Delivery,Whitefield,0
Oliver's Pub & Diner,1,1,3.9,548,Whitefield,"Pub, Casual Dining","Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles","Finger Food, American, Continental, Burger, Pizza",1500.0,Delivery,Whitefield,0
Maziga,0,0,4.7,292,Whitefield,Casual Dining,"Mocktails, Fish, Biryani, Dal Makhani, Wine, Risotto, Chaat",Modern Indian,1500.0,Delivery,Whitefield,1
NISO Chinese Restaurant,0,0,3.9,36,KR Puram,Quick Bites,,"Chinese, Momos",350.0,Delivery,Whitefield,0
Habib Shaheb Kolkatta Katti Rolls,1,0,3.3,4,Whitefield,Quick Bites,,"Rolls, Chinese",200.0,Delivery,Whitefield,0
Samosa Singh,1,0,3.4,10,"Varthur Main Road, Whitefield",Quick Bites,,"North Indian, Mithai",250.0,Delivery,Whitefield,0
Risalo Pizzeria,1,0,4.0,121,Brookefield,Quick Bites,"Veggie Pizza, French Fries","Pizza, Italian, Desserts",900.0,Delivery,Whitefield,0
The Wok Shop,1,0,4.2,221,Whitefield,Quick Bites,"Momos, Chocolate Bar, Fish, Sweet Potato Fries, Dumplings, Rice Noodles, Paneer Bao","Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,Delivery,Whitefield,1
Bakingo,1,0,3.4,6,Marathahalli,Bakery,,"Bakery, Desserts",500.0,Delivery,Whitefield,0
Mother's Food,1,0,3.8,63,Whitefield,Quick Bites,"Non Veg Thali, Egg Maggi","North Indian, Chinese",200.0,Delivery,Whitefield,0
Starter House,1,0,3.6,23,Whitefield,Quick Bites,,"Chinese, Continental",250.0,Delivery,Whitefield,0
Momo Mania,1,0,3.8,29,Brookefield,Quick Bites,,"Momos, Fast Food",300.0,Delivery,Whitefield,0
Le Charcoal,1,1,4.1,345,Brookefield,Casual Dining,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish","Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",600.0,Delivery,Whitefield,1
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,3.6,43,Whitefield,Delivery,"Burgers, Pasta, Chicken Sandwich, Chocolate Cake",Continental,500.0,Delivery,Whitefield,0
Milkyway Ice Creams & Fast Food,1,0,3.7,24,"ITPL Main Road, Whitefield",Quick Bites,,"Fast Food, Ice Cream, Beverages",200.0,Delivery,Whitefield,0
Taste Of India Family Restaurant,1,0,3.2,232,Whitefield,Quick Bites,"Mutton Biryani, Roti","North Indian, South Indian",400.0,Delivery,Whitefield,0
World In A Bowl,1,0,3.5,16,Whitefield,Delivery,,"Continental, North Indian, Desserts, Beverages",600.0,Delivery,Whitefield,0
The Whitefield Arms Pub & Microbrewery,1,1,4.2,1113,Whitefield,"Pub, Microbrewery","Beer, Chicken Tikka, Cosmopolitan, Burgers, Cocktails, Mocktails, Pudding","British, Continental, BBQ",1600.0,Delivery,Whitefield,1
Grill Point,1,0,2.9,30,Whitefield,Quick Bites,,"North Indian, Mughlai, Chinese",500.0,Delivery,Whitefield,0
Punjab Di Rasoi,1,0,3.3,5,Whitefield,Quick Bites,,North Indian,400.0,Delivery,Whitefield,0
The Deli - The Den Bengaluru,1,0,3.7,24,"ITPL Main Road, Whitefield",Bakery,,"Bakery, Desserts",600.0,Delivery,Whitefield,0
Baskin Robbins,1,0,2.9,55,Whitefield,Dessert Parlor,,"Ice Cream, Desserts",250.0,Delivery,Whitefield,0
Cafe Thulp,1,0,3.6,57,"ITPL Main Road, Whitefield",Cafe,"Burgers, Pasta Alfredo, Pulled Pork Burger, Pizza","Cafe, Burger, Italian, Salad",1000.0,Delivery,Whitefield,0
Mad About China,1,0,3.9,147,Whitefield,Food Court,,"Chinese, Momos",600.0,Delivery,Whitefield,0
The Belgian Waffle Company,1,0,4.0,50,Brookefield,Dessert Parlor,,Desserts,250.0,Delivery,Whitefield,0
Crazy Crush - Juices & Desserts Cafe,1,0,3.5,11,Whitefield,Beverage Shop,,"Beverages, Ice Cream, Fast Food",300.0,Delivery,Whitefield,0
Hotel Manu Residency,1,0,3.8,201,Whitefield,Casual Dining,"Noodles, Andhra Meal","Andhra, North Indian, Chinese, Biryani",550.0,Delivery,Whitefield,0
Ooty Chocolates,1,0,3.6,16,Whitefield,Dessert Parlor,,Desserts,300.0,Delivery,Whitefield,0
Rolls & Bowls,1,0,4.5,156,Brookefield,Quick Bites,"Rolls, Noodles, Mughlai Paratha, Paneer Kathi Roll, Veg Manchow Soup, Crispy Chicken, Chicken Manchurian","Rolls, Chinese",250.0,Delivery,Whitefield,0
YumYumSouth,1,0,3.5,50,Whitefield,Delivery,Lemon Rice,South Indian,600.0,Delivery,Whitefield,0
Cream and Fudge,1,0,3.3,13,Brookefield,Dessert Parlor,,"Ice Cream, Desserts",250.0,Delivery,Whitefield,0
The Wok,1,0,2.8,89,Whitefield,Food Court,"Momos, Chop Suey","Chinese, Momos",500.0,Delivery,Whitefield,0
Gelato Italiano,1,0,3.3,6,Brookefield,Dessert Parlor,,"Ice Cream, Bakery, Desserts",200.0,Delivery,Whitefield,0
Maa Durga Restaurant,1,0,3.2,4,Whitefield,Quick Bites,,North Indian,300.0,Delivery,Whitefield,0
Sri Sai Bhavan,0,0,3.6,38,Brookefield,Quick Bites,,South Indian,300.0,Delivery,Whitefield,0
The Big Spoon,1,0,3.8,45,Whitefield,Casual Dining,,"North Indian, Mughlai",750.0,Delivery,Whitefield,0
Cake 24x7,1,0,3.2,10,Whitefield,Bakery,,"Bakery, Desserts",450.0,Delivery,Whitefield,0
Cafesta,1,0,4.3,590,Whitefield,Cafe,"Burgers, Waffles, Chocolava, Coffee, Pasta, Chocolate Cake, Brownie","Cafe, Italian, Fast Food, Desserts",550.0,Delivery,Whitefield,1
Kettle & Kegs,1,0,3.4,17,Whitefield,Delivery,,"Tea, Beverages",200.0,Delivery,Whitefield,0
Andhra Ruchulu,1,0,3.5,108,Brookefield,Food Court,Biryani Combo,"Andhra, North Indian, Chinese, Biryani",500.0,Delivery,Whitefield,0
Hotel Triloka,1,0,3.3,7,Whitefield,Quick Bites,,North Indian,400.0,Delivery,Whitefield,0
INDULGE by InnerChef,1,0,3.6,32,Whitefield,Bakery,,"Desserts, Bakery",400.0,Delivery,Whitefield,0
The Beer Cafe,1,1,4.1,673,Whitefield,Pub,"Cocktails, Wheat Beer, Bruschettas, Pasta, Burgers, Supreme Pizza, Nachos","Finger Food, North Indian, Chinese, Italian",1400.0,Delivery,Whitefield,1
Petoo,1,0,4.0,143,Whitefield,Casual Dining,"Biryani, Gulab Jamun, Pav Bhaji","North Indian, Fast Food, Street Food",800.0,Delivery,Whitefield,0
ASIA SEVEN,1,0,3.3,4,Whitefield,Food Court,,Chinese,300.0,Delivery,Whitefield,0
Lassi Magic,1,0,3.5,13,Marathahalli,Quick Bites,,Beverages,150.0,Delivery,Whitefield,0
Windy- Taste Of Home,1,1,3.6,112,Whitefield,Quick Bites,"Thali, Biryani, Aloo Paratha",North Indian,300.0,Delivery,Whitefield,0
The Chocolate Heaven,1,0,3.1,186,Whitefield,"Dessert Parlor, Quick Bites","Waffles, Coffee, Pizza, Burgers, Hot Chocolate, Brownie, Fries","Desserts, Cafe",600.0,Delivery,Whitefield,0
Anushka Restaurant,1,0,3.4,7,Whitefield,Casual Dining,,"North Indian, Chinese",600.0,Delivery,Whitefield,0
Harry's Bar + Cafe,1,1,4.1,1218,Whitefield,Pub,"Cocktails, Beer, Long Island Iced Tea, Pasta, Chicken Satay, Lamb Burger, Onion Rings","Asian, American, Mexican",1200.0,Delivery,Whitefield,1
Angaar Biriyani,1,0,3.7,92,Whitefield,Quick Bites,Paneer Biryani,"Biryani, Chinese, Fast Food",400.0,Delivery,Whitefield,0
Purani Dehli,1,0,2.6,60,Whitefield,Food Court,"Chaat, Chole Bhature, Lassi, Paratha, Chhole Bhature, Panipuri, Raj Kachori","North Indian, Street Food",600.0,Delivery,Whitefield,0
Radha Rani,1,0,3.4,252,Brookefield,Quick Bites,"Fish, Veg Thali, Biryani","Bengali, North Indian, Chinese",400.0,Delivery,Whitefield,0
Sbarro,0,0,3.3,82,Whitefield,Food Court,"Garlic Bread, Pasta, Cheesy Pizza",Pizza,500.0,Delivery,Whitefield,0
Sherlock's Pub,1,1,3.3,273,Brookefield,"Pub, Casual Dining","Beer, Pasta, Pepper Chicken, Cocktails, Onion Rings, Mocktails, Supreme Pizza","Continental, North Indian, Chinese",1500.0,Delivery,Whitefield,0
Foodhall,1,0,3.8,28,Whitefield,Quick Bites,,"Fast Food, Salad, Desserts",700.0,Delivery,Whitefield,0
Treatley,1,0,3.1,425,Whitefield,Delivery,"Paneer Curry, Sandwiches, Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala","North Indian, Fast Food",500.0,Delivery,Whitefield,0
Just Bake,1,0,3.5,11,Whitefield,Bakery,,Bakery,400.0,Delivery,Whitefield,0
Bangalore Agarwal Bhavan,1,0,3.3,6,Whitefield,Sweet Shop,,"Mithai, Street Food",500.0,Delivery,Whitefield,0
Foodishq,1,0,3.7,72,Whitefield,Quick Bites,"Lassi, Paratha, Paneer Bhurji",North Indian,450.0,Delivery,Whitefield,0
Mithai Time,1,0,3.0,56,Whitefield,"Sweet Shop, Quick Bites",,"Mithai, North Indian, Street Food",200.0,Delivery,Whitefield,0
Haagen Dazs,1,0,3.9,145,Whitefield,Dessert Parlor,"Coffee, Hot Chocolate, Raspberry Sorbet, Cheesecake Ice Cream, Chocolate Sundae","Desserts, Ice Cream",800.0,Delivery,Whitefield,0
Lemon Krust,1,0,4.0,39,Whitefield,Bakery,"Cup Cake, Brownie","Bakery, Fast Food",150.0,Delivery,Whitefield,0
Tandooriwala,1,0,2.7,24,Whitefield,"Food Court, Quick Bites",,"North Indian, Mughlai, Biryani",700.0,Delivery,Whitefield,0
Amoeba Sports Bar,1,1,3.9,578,Whitefield,"Lounge, Bar","Pasta, Fish, Beer, Chicken Wings, Mocktails, Gulab Jamun, Lunch Buffet","Continental, Chinese",1000.0,Delivery,Whitefield,0
Amaravati Authentic Andhra Restaurant,0,0,3.1,149,Brookefield,Casual Dining,"Thali, Chilli Chicken, Chicken Curry, Andhra Meal, Vegetable Biryani","Andhra, Chinese, North Indian, Biryani",600.0,Delivery,Whitefield,0
Kabab Mandra,0,0,2.7,165,Whitefield,Quick Bites,"Chicken Grill, Chicken Tikka Roll, Grape Juice, Biryani, Shawarma Roll, Tandoori Chicken, Tandoori Raan","North Indian, Chinese",300.0,Delivery,Whitefield,0
Chinese Street,1,0,3.1,134,Whitefield,Casual Dining,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken",Chinese,650.0,Delivery,Whitefield,0
Dilli Dil Se,1,0,3.6,20,Whitefield,Quick Bites,,North Indian,400.0,Delivery,Whitefield,0
Drunken Monkey,1,0,3.3,8,Whitefield,"Beverage Shop, Quick Bites",,"Beverages, Fast Food",500.0,Delivery,Whitefield,0
Kaka Food Corner,1,0,3.4,89,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",North Indian,300.0,Delivery,Whitefield,0
Dilli Galli,1,0,3.6,43,Whitefield,Quick Bites,"Chole Bhature, Paratha",North Indian,200.0,Delivery,Whitefield,0
Inhouse Burger,0,0,3.3,12,Whitefield,Kiosk,,"Burger, Salad, Continental",400.0,Delivery,Whitefield,0
The Punjabi Park,1,0,3.5,31,Whitefield,Casual Dining,"Butter Naan, French Fries",North Indian,500.0,Delivery,Whitefield,0
Brilram's Balaji Bhavan,0,0,3.9,141,Whitefield,Casual Dining,"Kulcha, Chole Bhature, Chaat, Paneer Tikka Masala, Coffee","South Indian, North Indian, Chinese",700.0,Delivery,Whitefield,0
Kerala Restaurant,0,0,3.4,67,Whitefield,Quick Bites,,"Kerala, Biryani",450.0,Delivery,Whitefield,0
Vegtaurant,1,0,3.7,88,Whitefield,Quick Bites,Paratha,"North Indian, Chinese",300.0,Delivery,Whitefield,0
Crunchie Corner,1,0,4.0,46,Brookefield,Quick Bites,"Waffles, Burgers, Pizza, Tea","Fast Food, Continental, Desserts",450.0,Delivery,Whitefield,0
Auntie Fung's,1,0,3.8,20,Whitefield,Food Court,,"Chinese, Vietnamese, Desserts",700.0,Delivery,Whitefield,0
Juice Berg,0,0,3.8,44,Brookefield,Quick Bites,,"Beverages, Fast Food",150.0,Delivery,Whitefield,0
The North and South Restaurant,1,0,3.2,21,Whitefield,"Takeaway, Delivery",,"North Indian, Chinese, South Indian",400.0,Delivery,Whitefield,0
Marigold Fine Dine Restaurant,0,1,4.0,292,Whitefield,Casual Dining,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse","Continental, Asian",1500.0,Delivery,Whitefield,1
Shyam's Lunch Box,1,0,3.2,9,Whitefield,Quick Bites,,"Biryani, South Indian, Chinese, North Indian",300.0,Delivery,Whitefield,0
The Hyderabad Chefs,1,0,2.8,63,Whitefield,"Takeaway, Delivery",,"North Indian, Hyderabadi, Andhra, Chinese",600.0,Delivery,Whitefield,0
Treat Restaurant,1,0,2.8,32,Whitefield,Quick Bites,"Appam, Egg Curry","South Indian, North Indian, Chinese, Kerala",400.0,Delivery,Whitefield,0
Aashish Foods,1,0,2.7,35,Brookefield,Quick Bites,Paratha,North Indian,150.0,Delivery,Whitefield,0
Krutunga Restaurant,1,0,3.0,52,Whitefield,Quick Bites,,"Andhra, Chinese, North Indian, Biryani, Beverages",400.0,Delivery,Whitefield,0
Lulu's Bakery & Fast Food,1,0,3.6,84,KR Puram,Quick Bites,"Biryani, Shawarma","North Indian, Chinese, Street Food",300.0,Delivery,Whitefield,0
Smoke - The Sizzler House,0,0,3.6,171,Whitefield,Casual Dining,"Pasta, Noodles, Brownie, Chicken Steak, Salad, Potato Wedges, Paneer Shashlik","Continental, North Indian, Chinese, BBQ",800.0,Delivery,Whitefield,0
Master Brothers,1,0,3.4,8,Whitefield,Bakery,,"Desserts, Bakery",450.0,Delivery,Whitefield,0
Suryawanshi,1,0,4.2,938,Whitefield,Casual Dining,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi","Maharashtrian, Seafood",700.0,Delivery,Whitefield,1
Basmati Restaurant,1,0,3.4,23,Whitefield,Quick Bites,,"North Indian, South Indian, Chinese, Biryani",350.0,Delivery,Whitefield,0
Oregano Soul Food,1,0,4.1,142,Whitefield,Cafe,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",Cafe,700.0,Delivery,Whitefield,0
The Coffee Bean & Tea Leaf,1,0,3.0,38,Whitefield,Cafe,,"Cafe, Coffee",700.0,Delivery,Whitefield,0
The Kim Chi Chef,1,0,4.0,210,Whitefield,Casual Dining,"Noodle, Momos, Manchow Soup","Chinese, Thai, Momos",900.0,Delivery,Whitefield,1
JLT Food,1,0,3.6,23,Whitefield,Quick Bites,,North Indian,450.0,Delivery,Whitefield,0
Taishty,1,0,3.7,66,Whitefield,Quick Bites,Paratha,North Indian,200.0,Delivery,Whitefield,0
Mist n Creams,1,0,3.6,19,Whitefield,Dessert Parlor,,Ice Cream,400.0,Delivery,Whitefield,0
Biting Junction,1,0,3.9,119,Whitefield,Quick Bites,"Mutton Curry, Kulcha, Biryani, Chicken Curry","Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",350.0,Delivery,Whitefield,0
Rajdhani Thali Restaurant,1,1,3.9,902,Whitefield,Casual Dining,"Dal Kichadi, Gulab Jamun, Buttermilk, Aamras, Grand Thali, Dhokla, Jalebi","Rajasthani, Gujarati, North Indian",900.0,Delivery,Whitefield,0
Fashion Knack Cafe,0,0,3.7,18,Whitefield,Cafe,,"Cafe, Burger, Sandwich",250.0,Delivery,Whitefield,0
Burgundy - Royal Orchid Suites,0,1,3.9,104,Whitefield,Casual Dining,"Salads, Naan, Lunch Buffet, Dal Halwa",North Indian,1200.0,Delivery,Whitefield,0
Biryani Paradise,1,0,3.8,136,Whitefield,Casual Dining,,"Andhra, Biryani",700.0,Delivery,Whitefield,0
The Taste Players,1,0,3.7,51,Whitefield,Casual Dining,,"North Indian, Chinese, Mughlai, Biryani",500.0,Delivery,Whitefield,0
Prathika Annapurna Grand,1,0,3.5,13,KR Puram,Casual Dining,,"South Indian, North Indian, Chinese",500.0,Delivery,Whitefield,0
Freshkhilao,1,0,3.3,379,Brookefield,Casual Dining,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun","Chinese, North Indian, Biryani, Juices",750.0,Delivery,Whitefield,0
Hoodi Baba A Str-eat Caff,1,0,3.7,38,Whitefield,Quick Bites,,"North Indian, Street Food",300.0,Delivery,Whitefield,0
Andhra Biryanis,1,0,4.0,112,Whitefield,Casual Dining,Biryani,"Andhra, Biryani, North Indian",700.0,Delivery,Whitefield,0
Hyderabad Biryaani House,1,0,3.6,378,Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani","Biryani, North Indian, Chinese",700.0,Delivery,Whitefield,0
Dilli Darbar,1,0,3.4,374,Whitefield,Casual Dining,"Thali, Manchurian, Chicken Keema, Chicken Biryani, Butter Chicken, Paneer Mirch Masala, Naan","North Indian, Chinese, Biryani",500.0,Delivery,Whitefield,0
Chinese Chaska,1,0,3.1,127,Whitefield,Casual Dining,,"Chinese, North Indian, Biryani",550.0,Delivery,Whitefield,0
Apsara Ice Cream,0,0,4.0,92,Whitefield,Dessert Parlor,"Panipuri, Guava Ice Cream","Ice Cream, Desserts",200.0,Delivery,Whitefield,0
Bhagini IRIS,0,0,3.7,115,Whitefield,Casual Dining,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala","North Indian, Chinese",600.0,Delivery,Whitefield,0
Dragon Box,1,0,3.0,12,Whitefield,Takeaway,,"Chinese, Momos",450.0,Delivery,Whitefield,0
Oakleaf,1,0,3.9,41,Whitefield,Casual Dining,Salmon,"Asian, Continental, North Indian, Italian",2000.0,Delivery,Whitefield,0
Indian Tadka,1,0,3.7,215,Whitefield,Food Court,"Rice, Paratha, Chicken Tikka Biryani, Tandoori Chicken, Lassi, Dal Makhani, Punjabi Veg Thali",North Indian,700.0,Delivery,Whitefield,0
Biriyani Zone,1,0,3.9,393,Whitefield,Casual Dining,"Pepper Chicken, Hyderabadi Biryani, Chicken Lollipop, Mutton Biryani, Chicken Biryani, Vegetable Noodles, Paneer Tikka Masala","Biryani, North Indian, Chinese, Seafood",800.0,Delivery,Whitefield,0
Office Lunch Box,1,0,3.6,114,Whitefield,Delivery,Chicken Curry,"Andhra, North Indian",200.0,Delivery,Whitefield,0
Delhi Walle,0,0,3.7,118,Whitefield,Quick Bites,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha","North Indian, Street Food",300.0,Delivery,Whitefield,0
Visantoe,1,0,3.2,8,Whitefield,Kiosk,,Fast Food,400.0,Delivery,Whitefield,0
Arusuvai D' Kitchen,1,0,3.7,26,KR Puram,Quick Bites,,"South Indian, Biryani, Chettinad, Juices",350.0,Delivery,Whitefield,0
Izakaya Gastro Pub,1,1,3.8,128,Whitefield,"Bar, Casual Dining","Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun","North Indian, Continental, Mediterranean",1200.0,Delivery,Whitefield,0
UBQ by Barbeque Nation,1,0,3.6,17,Whitefield,Delivery,,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery,Whitefield,0
Pulla Reddy Sweets,0,0,3.7,29,Whitefield,Sweet Shop,,Mithai,250.0,Delivery,Whitefield,0
Punjabi Kitchen,1,0,3.6,205,Whitefield,Quick Bites,"Butter Naan, Kulcha, Paratha, Butter Chicken, Shawarma, Roti, Thali","Chinese, North Indian",400.0,Delivery,Whitefield,0
Kamat Yatrinivas,0,0,3.0,241,Whitefield,Quick Bites,"Thali, Jowar Roti, Brinjal Curry, Coffee, Buttermilk, Salad, Akki Rottis","North Indian, South Indian, Chinese",500.0,Delivery,Whitefield,0
Sorse,1,1,4.1,982,Whitefield,Casual Dining,"Fish, Prawn Malai Curry, Mishti Doi, Biryani, Dhokar Dalna, Mutton Kosha, Malpua","Bengali, Seafood",750.0,Delivery,Whitefield,1
The Combo House,1,0,3.3,8,Marathahalli,Quick Bites,,"Fast Food, North Indian, Chinese, Biryani",500.0,Delivery,Whitefield,0
Spicy Andhra,1,0,3.2,4,Whitefield,Quick Bites,,"Andhra, Chinese, North Indian",500.0,Delivery,Whitefield,0
Expresso Restaurant,1,0,3.5,6,Whitefield,"Takeaway, Delivery",,"Fast Food, Beverages",400.0,Delivery,Whitefield,0
Cafe Noir,1,0,3.4,5,Whitefield,Casual Dining,,"European, French, Salad",1500.0,Delivery,Whitefield,0
The Square Table,1,1,4.2,584,Whitefield,Casual Dining,"Kadhai Murgh, Lassi, Rabri, Mutton Biryani, Malpua, Chaat, Dal Makhani","North Indian, Maharashtrian, South Indian",1000.0,Delivery,Whitefield,1
Hyderabad Chefs,1,0,4.0,277,Whitefield,Casual Dining,"Mutton Biryani, Hyderabadi Biryani, Chicken Biryani, Bamboo Chicken, Bbq Chicken, Vegetable Biryani, Tandoori Roti","Hyderabadi, Andhra, North Indian, Chinese, South Indian",800.0,Delivery,Whitefield,1
Pita Pocket Factory,0,0,3.6,27,Brookefield,Casual Dining,,"Mediterranean, Continental, Italian, Burger",500.0,Delivery,Whitefield,0
Indian Aroma Cafe,1,0,2.8,84,Whitefield,Quick Bites,,"North Indian, Chinese",300.0,Delivery,Whitefield,0
The Fat Chef,1,1,4.1,1755,Whitefield,Casual Dining,"Caesar Salad, Khao Suey, Veggie Pizza, Beef Steak, Pasta, Peri Peri Chicken Pizza, Mousse","Japanese, Italian, American, Asian, North Indian, Steak",1400.0,Delivery,Whitefield,1
Dande Hyderabad Biryani,1,0,3.4,6,Whitefield,"Takeaway, Delivery",,"Biryani, Andhra, North Indian",500.0,Delivery,Whitefield,0
Rolls On Wheels,0,0,3.1,76,Whitefield,Quick Bites,"Rolls, Momos, Fries, Chicken Manchurian Roll","Fast Food, Rolls, Momos",300.0,Delivery,Whitefield,0
SGS Non Veg - Gundu Pulav,1,0,3.7,12,"Varthur Main Road, Whitefield","Takeaway, Delivery",,South Indian,300.0,Delivery,Whitefield,0
South House,1,0,4.2,120,Brookefield,Casual Dining,"Egg Biryani, Dum Ka Chicken, Roti, Butter Chicken, Fried Fish, Butter Naan, Mutton Biryani","South Indian, Biryani",800.0,Delivery,Whitefield,0
Alpha - House of Biryani & Tandoor,1,0,3.5,395,Whitefield,Casual Dining,"Raita, Paneer Biryani","Biryani, North Indian, Chinese",800.0,Delivery,Whitefield,0
Kapoor's Cafe,0,0,4.2,3021,Whitefield,Casual Dining,"Paratha, Matka Lassi, Rabri, Puri Sabzi, Masala Soda, Chaach, Veg Kolhapuri",North Indian,800.0,Delivery,Whitefield,1
Kabab Mirchi,0,0,3.5,46,Whitefield,Quick Bites,"Chicken Grill, Dal Fry, Arabian Grape Juice, Rumali Roti, Shawarma Roll","North Indian, Mughlai, Chinese",350.0,Delivery,Whitefield,0
Shaan-E-Punjab,1,0,2.9,84,"ITPL Main Road, Whitefield",Casual Dining,"Butter Chicken, Chicken Tikka Masala, Paneer Tikka Masala, Sweet Lassi",North Indian,500.0,Delivery,Whitefield,0
Fusion Panda,1,0,3.5,11,Whitefield,"Casual Dining, Quick Bites",,"North Indian, Kebab",300.0,Delivery,Whitefield,0
Nandi Mess - Feel Like Mom's,1,0,3.7,31,Whitefield,Quick Bites,,South Indian,250.0,Delivery,Whitefield,0
Lucky Singh & Co,0,0,4.0,38,Whitefield,"Takeaway, Delivery","Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer","Fast Food, North Indian, Rolls",350.0,Delivery,Whitefield,0
Hyderabad Biryani,1,0,3.2,4,Whitefield,Quick Bites,,Biryani,300.0,Delivery,Whitefield,0
Cheers Life,0,0,3.4,4,"Varthur Main Road, Whitefield",Kiosk,,"Beverages, Juices",300.0,Delivery,Whitefield,0
SV Restaurant,1,0,3.1,8,Whitefield,Casual Dining,,"Andhra, North Indian, Chinese, Biryani",550.0,Delivery,Whitefield,0
Nisarga Restaurant,1,0,3.4,6,Whitefield,Quick Bites,,"North Indian, Chinese",300.0,Delivery,Whitefield,0
Delhi Mahal,1,0,3.1,114,Whitefield,Quick Bites,"Roti, Dal Tadka","North Indian, Mughlai, Chinese",400.0,Delivery,Whitefield,0
Metrolicious,1,0,3.5,38,Whitefield,"Takeaway, Delivery",,"North Indian, Chinese, Biryani",400.0,Delivery,Whitefield,0
Apna Hotel,1,0,3.5,26,Whitefield,Quick Bites,,"North Indian, Hyderabadi",300.0,Delivery,Whitefield,0
Tanuja Home Food,1,0,3.1,18,Whitefield,Delivery,,North Indian,300.0,Delivery,Whitefield,0
Imperio Cafe,0,0,3.9,23,Whitefield,Quick Bites,,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,Delivery,Whitefield,0
California Burrito,0,0,3.9,122,Whitefield,"Food Court, Quick Bites","Rice Bowl, Nachos, Rice Bowls, California Burrito, Burrito Bowl, Salads, Tacos","Mexican, Fast Food",400.0,Delivery,Whitefield,0
